event_id,meter_id,consumer_no,substation,feeder_id,zone,phase,voltage_v,current_a,frequency_hz,power_kw,power_factor,temperature_c,event_type,is_anomaly,severity,event_ts,batch_id
9597f5c8-b2e4-4c55-986a-3c13f4f434e3,TPC2245811,CON626899,SS_002,FDR_05,Lonavala,R,229.78,24.39,50.074,5.347,0.954,47.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
bea35716-65b9-4743-a9c5-1152892c2996,TPC3714906,CON148183,SS_016,FDR_07,Lonavala,B,230.06,8.08,49.984,1.664,0.895,59.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
07956b36-e306-4199-abf7-188cb8fe3ae8,TPC6404020,CON899463,SS_008,FDR_10,Mumbai_South,Y,231.52,5.46,49.853,1.15,0.91,57.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
85d9259e-23f0-4175-8e6d-440a50724973,TPC4487819,CON768711,SS_009,FDR_07,Mumbai_North,Y,229.89,39.56,50.015,8.54,0.939,37.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
0a8471bf-0d89-4fa7-aca2-f741b3e58190,TPC5773251,CON981394,SS_006,FDR_02,Lonavala,RYB,416.87,43.81,49.892,27.963,0.884,39.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
1be68616-1aa4-456d-a196-b3a8f276a5b4,TPC4786646,CON748020,SS_012,FDR_03,Pune,Y,232.91,45.47,49.945,9.351,0.883,40.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
9151ca0f-9795-473a-9352-563e6d808f58,TPC5695540,CON813701,SS_005,FDR_06,Mumbai_South,RYB,416.09,2.34,49.998,1.499,0.889,45.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
cee85eac-1981-44ee-a5fa-d94f9cd6679a,TPC9909021,CON894982,SS_015,FDR_07,Nashik,Y,224.32,56.7,50.137,11.46,0.901,37.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
75934b8a-f701-45ae-b1d0-eaf824a45943,TPC3293492,CON888245,SS_017,FDR_10,Nashik,RYB,419.67,47.55,50.106,30.174,0.873,59.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
e272be9b-43d6-4715-92f1-7ddb4b06c15b,TPC1778950,CON183016,SS_019,FDR_10,Nashik,Y,237.58,14.86,50.027,3.41,0.966,54.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
f27754fa-934c-49bc-9d49-a1fb85ed8abf,TPC6294316,CON494868,SS_016,FDR_03,Lonavala,R,225.16,76.73,50.142,15.566,0.901,57.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
aa602069-b0aa-489b-bd69-e1c3ae425c33,TPC3395334,CON545549,SS_013,FDR_04,Lonavala,RYB,402.02,46.48,49.903,29.226,0.903,47.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
5f922bbf-6eb4-472e-81c3-890c6c699739,TPC9954117,CON660843,SS_012,FDR_07,Mumbai_North,RYB,412.33,62.71,49.969,43.442,0.97,53.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
4be382f6-988c-43b8-8aa5-5cd26ecc4f3d,TPC3019290,CON691683,SS_006,FDR_09,Mumbai_North,B,221.61,12.38,49.866,2.604,0.949,55.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
73ca316d-7902-4cb3-a8ef-662358f98634,TPC3576339,CON905806,SS_005,FDR_09,Nashik,Y,237.39,6.23,49.972,1.31,0.886,41.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
f58d115f-595a-4d76-9719-af3e75a5fc85,TPC2360703,CON698308,SS_018,FDR_02,Mumbai_North,Y,239.38,46.08,50.052,10.711,0.971,37.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
7a9b1b23-0d73-44ce-91a6-6f1337af337d,TPC6668417,CON401498,SS_019,FDR_01,Lonavala,RYB,403.62,19.22,50.146,12.603,0.938,48.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
2821f179-eebd-4995-afe0-28571ad95f03,TPC7456252,CON236411,SS_007,FDR_02,Lonavala,RYB,499.68,40.82,49.978,30.771,0.871,67.4,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
c4218bd5-6f1e-4c93-a5aa-90ba5835ef3e,TPC4065638,CON948098,SS_010,FDR_07,Pune,R,224.36,65.33,49.949,13.192,0.9,58.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
3710d01b-ed24-4f02-bba7-0ea0eba50bf1,TPC7181319,CON486274,SS_010,FDR_03,Mumbai_South,RYB,447.66,26.45,49.902,18.56,0.905,56.6,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
4913a236-00a4-463b-89ed-a184f4dd0013,TPC4013591,CON132234,SS_002,FDR_03,Nashik,R,239.25,11.29,49.913,2.439,0.903,53.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
9039ed6a-48bb-49e0-94c6-5934a8a54d64,TPC1263868,CON536981,SS_018,FDR_03,Mumbai_North,Y,235.57,22.52,50.011,4.843,0.913,34.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
1c1c5582-276e-4ca6-845c-de16d9d2114d,TPC9522276,CON173141,SS_008,FDR_09,Lonavala,Y,236.91,64.75,49.913,15.018,0.979,38.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
fd9c3a20-fa51-443d-86fd-174bb8e1f7ee,TPC8613490,CON198829,SS_009,FDR_04,Nashik,RYB,409.74,10.03,50.118,6.157,0.865,36.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
10635ed2-e803-470f-a4d2-6a95bcc0b105,TPC1323463,CON861962,SS_012,FDR_10,Lonavala,B,235.63,50.64,49.964,10.345,0.867,41.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
069d6cf4-141e-4ea8-b5dc-77cea7210ba3,TPC8606779,CON207125,SS_016,FDR_05,Mumbai_South,RYB,416.99,64.6,50.095,45.071,0.966,56.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
7aa923c4-36c1-491a-b90c-19748478d7a4,TPC2852128,CON543462,SS_001,FDR_01,Pune,Y,237.35,16.55,49.85,3.834,0.976,43.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
d9f81797-37c7-450f-be1b-b2d99a912240,TPC2758603,CON848617,SS_011,FDR_10,Lonavala,R,227.97,62.11,50.099,12.191,0.861,43.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
7f8077ba-5bf9-4859-8cfb-1ad4f0c0d2fb,TPC5478267,CON818798,SS_007,FDR_02,Pune,Y,222.24,12.54,50.055,2.659,0.954,42.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
a7b77e31-6e26-4fde-9ef0-25d54da46c3c,TPC5848262,CON749490,SS_004,FDR_06,Pune,Y,238.03,25.92,49.914,5.812,0.942,49.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
977e0178-04fb-4c75-8d65-678a847dde8d,TPC4484759,CON826844,SS_009,FDR_08,Nashik,B,221.83,30.82,49.885,6.598,0.965,33.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
380ab4d6-052a-4d32-bbb1-3bdbceaf5f35,TPC4851639,CON164614,SS_003,FDR_01,Lonavala,R,220.32,31.6,49.891,6.718,0.965,36.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
08f9831e-0cbf-451f-bb24-acb652824fb6,TPC3485823,CON296937,SS_009,FDR_10,Lonavala,B,209.45,37.09,50.059,6.696,0.862,58.8,VOLTAGE_SAG,True,MEDIUM,5/20/2026 4:34,2
56681538-33f7-499b-9201-5f7ffe1c8d7d,TPC9307103,CON955650,SS_011,FDR_03,Pune,B,230.31,59.83,50.094,12.705,0.922,50.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
52758e7f-ecb4-45c6-93cb-a120267edd51,TPC1706542,CON239927,SS_014,FDR_05,Nashik,B,223.88,47.76,49.871,10.179,0.952,38.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
c3658a56-df5c-4d52-9404-4ab6320d34bf,TPC3005936,CON467287,SS_016,FDR_10,Pune,Y,239.43,36.17,50.034,7.95,0.918,47.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
968ad64d-342c-4093-996b-5beab03a62af,TPC2756171,CON558632,SS_017,FDR_05,Mumbai_South,RYB,413.51,19.4,49.901,11.991,0.863,53.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
00f13d11-f6fc-43c5-b234-c633894a1f3a,TPC9065870,CON415276,SS_008,FDR_04,Pune,RYB,405.43,74.72,50.145,48.745,0.929,36.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
dc0690ee-cb22-4595-af05-7fe539e02f54,TPC6569703,CON479935,SS_001,FDR_08,Pune,R,197.31,32.53,50.098,5.417,0.844,56.6,VOLTAGE_SAG,True,MEDIUM,5/20/2026 4:34,2
c63dca4d-1687-4605-b7cd-4f81b47f1952,TPC6127756,CON698046,SS_009,FDR_06,Lonavala,B,233.36,57.23,50.138,12.781,0.957,41.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
ca44af8c-3e91-4097-9b28-f8ebb59aafc6,TPC8379646,CON351525,SS_014,FDR_10,Mumbai_South,Y,225.56,20.5,50.107,4.069,0.88,36.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
063cb10b-9dfb-41d5-a40e-25ab20c1eb38,TPC9702633,CON732544,SS_006,FDR_01,Mumbai_South,RYB,411.34,53.98,50.14,35.882,0.933,50.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
e09822a8-5cae-4ae3-b933-b6305fae62ca,TPC1712600,CON166773,SS_016,FDR_10,Mumbai_North,RYB,413.09,63.5,50.118,42.571,0.937,56.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
2e6c7fd4-1990-4e2e-b374-00548001980a,TPC1951683,CON299453,SS_005,FDR_09,Nashik,R,231.77,63.9,50.124,12.84,0.867,39.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
c55be9a7-524b-4074-a960-98ba60d9e877,TPC4579411,CON210653,SS_002,FDR_05,Nashik,B,224.74,27.6,50.036,5.341,0.861,48.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
e1d3b7f3-0568-41bd-a622-e103235549a3,TPC8930612,CON425055,SS_013,FDR_07,Nashik,B,225.82,71.21,49.867,13.91,0.865,35.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
28127862-dd8f-4f09-8c1f-4f6e190de1f3,TPC7187251,CON858480,SS_020,FDR_05,Mumbai_North,RYB,399.27,8.79,50.047,5.86,0.964,56.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
c04f92da-e387-4f49-96ef-1625b8c45db3,TPC9173510,CON380717,SS_006,FDR_06,Nashik,B,239.01,71.19,49.958,14.752,0.867,32.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
e3ba25a5-1cb3-40ea-8e0f-961a2b707b71,TPC1368889,CON876187,SS_001,FDR_01,Lonavala,Y,225.51,33.93,49.982,7.192,0.94,53.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
f32150a6-0728-42d7-8e83-90bc34eb2cd7,TPC8637871,CON165400,SS_012,FDR_07,Nashik,B,237.65,21.21,49.895,4.537,0.9,36.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
122f4bbf-cc77-4def-9b12-cc0774600e0b,TPC5824729,CON251179,SS_006,FDR_03,Mumbai_North,RYB,502.13,25.16,49.918,19.519,0.892,69.5,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
b546df02-c750-4248-b813-d221350e4625,TPC1210400,CON437212,SS_004,FDR_08,Pune,RYB,409.14,42.79,50.114,28.231,0.931,41.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
2dc4735b-297b-4042-b88a-e0e7d17ececd,TPC4840455,CON141957,SS_011,FDR_06,Mumbai_South,RYB,406.52,78.53,49.921,48.106,0.87,59.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
91145c41-93c6-4627-bef3-53f52d457bf4,TPC4504257,CON508872,SS_020,FDR_10,Mumbai_North,B,239.01,39.16,49.929,8.377,0.895,38.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
dbff7068-a024-42d8-a8f4-e61b7b22da34,TPC2273607,CON817777,SS_010,FDR_06,Nashik,Y,220.69,17.63,50.016,3.801,0.977,35.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
60f98006-bcfc-4195-860d-f4d215cae7fe,TPC1893501,CON238566,SS_005,FDR_08,Mumbai_South,RYB,411.24,60.51,49.933,38.23,0.887,53.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
b476ea8d-e091-4de7-a481-bdefd03ede58,TPC3228266,CON976500,SS_011,FDR_04,Pune,B,237.37,38.66,49.947,8.608,0.938,38.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
2c5c9937-4bb4-469b-9798-f4f11f4b6053,TPC4357997,CON626647,SS_004,FDR_10,Nashik,Y,230.98,8.18,50.084,1.729,0.915,38.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
a56e1aa1-3dff-4eb9-afeb-b9fad84f135d,TPC7970826,CON329563,SS_012,FDR_06,Mumbai_North,R,281.5,27.39,50.036,6.754,0.876,64.5,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
eadc9ca1-e0e1-4ec2-83f0-b218f118979b,TPC2671822,CON630458,SS_013,FDR_08,Lonavala,Y,228.72,13.14,49.933,2.711,0.902,52.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
111676ac-a769-469c-b343-55be5edec0f7,TPC6946074,CON529374,SS_016,FDR_06,Mumbai_South,B,222.64,48.18,50.093,9.676,0.902,50.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
789fcaad-c262-4c00-b606-47e5566120fb,TPC7515927,CON875431,SS_001,FDR_09,Mumbai_South,R,235.05,48.18,49.932,10.17,0.898,49.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
5f8040cf-cfff-48db-b147-965e035c37bc,TPC4483473,CON646402,SS_004,FDR_10,Mumbai_South,B,235.38,28.65,49.926,6.015,0.892,57.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
c6b9fe96-cc43-4381-b3d7-98b5dfec65ab,TPC2568401,CON480170,SS_002,FDR_01,Nashik,RYB,414.15,74.31,49.899,51.173,0.96,38.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
069a2831-a069-4aed-9692-0e3dcc6fae89,TPC5704078,CON536914,SS_001,FDR_08,Lonavala,R,227.8,70.68,50.101,15.457,0.96,54.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
c1b08cbd-3a08-482d-a65e-3e527b1d2575,TPC4954494,CON137333,SS_017,FDR_01,Pune,RYB,401.46,63.28,49.938,41.934,0.953,46.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
a20a4877-0505-4b78-85b7-d0a8985f2178,TPC5188246,CON879636,SS_009,FDR_07,Pune,RYB,417.07,42.18,49.996,28.185,0.925,57.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
69e3646b-76ce-48f0-88d3-d21bea455d84,TPC6366469,CON393874,SS_016,FDR_02,Mumbai_South,R,228.52,63.83,49.947,14.193,0.973,40.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
d1cfc3d5-c7bc-4b46-b183-0bb86adcfca1,TPC8743834,CON592473,SS_001,FDR_02,Mumbai_South,RYB,417.23,29.68,49.858,19.218,0.896,48.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
271ccdab-999b-47d1-a0d9-e5dc8b5e57a8,TPC4058815,CON317995,SS_002,FDR_09,Nashik,RYB,411.22,13.13,50.14,8.931,0.955,50.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
ff299b0c-f0bf-48bc-b6e2-b143cd7a351f,TPC1894752,CON420636,SS_019,FDR_08,Mumbai_South,RYB,396.9,64.81,50.15,41.747,0.937,33.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
a63a79e3-b46a-4fb0-8ad1-58fccb1894ac,TPC3645052,CON669976,SS_007,FDR_08,Mumbai_South,RYB,403.41,37.08,50.104,22.67,0.875,40.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
d914831d-a32d-4f4f-9781-81bc7c597e1c,TPC5332826,CON727348,SS_002,FDR_08,Lonavala,R,239.38,19.83,50.028,4.562,0.961,57.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
1f297063-dda6-4236-a10c-8ef8187904ba,TPC2919876,CON209232,SS_010,FDR_01,Nashik,B,237.0,16.5,50.021,3.465,0.886,45.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
1b53a9ee-85c5-4388-818d-d7bc77054fb9,TPC2118514,CON987242,SS_016,FDR_03,Mumbai_South,Y,196.58,12.79,50.015,2.067,0.822,51.7,VOLTAGE_SAG,True,MEDIUM,5/20/2026 4:34,2
c88c1f59-0fc4-495a-9e99-a2f552e725c5,TPC1085898,CON166178,SS_006,FDR_01,Mumbai_South,Y,236.74,29.16,49.917,6.04,0.875,39.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
64781d7b-5f3e-4fe0-9173-06618531b639,TPC1716416,CON983848,SS_015,FDR_08,Mumbai_North,R,224.52,33.0,50.121,7.076,0.955,35.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
f815ed46-9a24-414c-a017-99c4e3059a84,TPC6355444,CON308206,SS_003,FDR_07,Nashik,Y,226.17,26.09,50.023,5.157,0.874,54.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
75cd909d-87fa-4bb4-88b8-5d0b586d4886,TPC7365157,CON218929,SS_016,FDR_10,Mumbai_South,RYB,407.0,13.49,50.078,9.063,0.953,32.0,NORMAL,False,NORMAL,5/20/2026 4:34,2
231992cf-be46-460f-ad56-ae248a802f09,TPC1659090,CON421452,SS_019,FDR_09,Mumbai_North,Y,232.89,22.16,50.128,4.774,0.925,35.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
d4915614-d0f7-4082-845c-18eb9652d04e,TPC6361775,CON569931,SS_006,FDR_09,Lonavala,Y,224.24,43.9,50.109,8.85,0.899,50.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
2a29080f-b799-4db0-be13-c4ffb0c02781,TPC4514580,CON490579,SS_020,FDR_10,Nashik,RYB,418.39,57.77,50.012,41.027,0.98,34.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
164d381d-53e1-4a91-a624-7ed63f2d6f2f,TPC5550804,CON372183,SS_006,FDR_02,Lonavala,Y,220.63,67.43,50.139,14.237,0.957,50.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
764d26b1-b173-4e24-9da0-58fd28525949,TPC7784165,CON961788,SS_004,FDR_08,Pune,Y,226.98,8.33,50.089,1.823,0.964,32.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
d2f50112-b6f1-4475-8d91-27d96e6cbc88,TPC8635574,CON673146,SS_002,FDR_07,Lonavala,B,234.25,51.75,50.046,11.141,0.919,57.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
1c89fb66-0bdd-401f-b564-212227aaeff2,TPC2814711,CON909435,SS_017,FDR_05,Mumbai_South,RYB,395.35,60.65,50.08,39.122,0.942,51.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
83edf9f4-70a3-4258-95b4-52178974c815,TPC7244349,CON131054,SS_003,FDR_02,Nashik,R,223.83,57.41,49.953,11.205,0.872,52.1,NORMAL,False,NORMAL,5/20/2026 4:34,2
12ee93fd-cf45-4ee3-bdd7-cdd0da891222,TPC2192136,CON694605,SS_009,FDR_09,Pune,Y,239.51,30.42,50.083,6.477,0.889,38.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
6d6a7173-0769-4a0b-8219-9532ffca1aec,TPC1562316,CON433200,SS_013,FDR_08,Pune,RYB,395.41,67.72,49.919,40.396,0.871,59.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
6b47f2c6-6eab-4e8d-b197-11eafbbf2f6c,TPC8880344,CON220963,SS_006,FDR_07,Lonavala,RYB,395.38,59.69,50.02,35.44,0.867,56.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
822fc21e-ed15-4733-b6cb-3bd63e9224be,TPC4697363,CON863785,SS_009,FDR_09,Lonavala,B,236.08,56.88,50.037,12.891,0.96,51.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
0c309f02-4d8e-4ca7-8f4f-249c21bb388a,TPC6222009,CON310103,SS_015,FDR_05,Mumbai_North,Y,221.87,15.81,49.911,3.297,0.94,58.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
89b8d37d-a878-4218-872c-0c31dabe74ac,TPC1270843,CON391239,SS_007,FDR_08,Pune,B,221.66,6.52,50.041,1.409,0.975,36.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
615ea8bf-28df-4cc6-aaa5-7ab5e362a12e,TPC8271750,CON281681,SS_015,FDR_01,Mumbai_North,Y,226.76,21.87,50.064,4.528,0.913,42.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
34f9cfb4-36cc-492d-96fd-6711875071fb,TPC9249972,CON994175,SS_010,FDR_03,Nashik,Y,230.46,78.69,50.134,17.011,0.938,56.6,NORMAL,False,NORMAL,5/20/2026 4:34,2
57437372-f805-42c2-b23e-84ae0be3629d,TPC3506344,CON888377,SS_001,FDR_08,Pune,Y,228.73,4.49,50.096,0.933,0.908,55.8,NORMAL,False,NORMAL,5/20/2026 4:34,2
d858e85b-7050-4519-b074-5f5848e564aa,TPC4332667,CON939656,SS_013,FDR_01,Pune,R,281.9,45.2,49.961,11.289,0.886,59.9,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
462f909f-7dcb-43e8-b6c0-1cbc2e89ff1f,TPC8761713,CON856758,SS_014,FDR_06,Nashik,Y,233.9,16.13,49.887,3.343,0.886,46.9,NORMAL,False,NORMAL,5/20/2026 4:34,2
78271c74-b0e8-4e0e-b0d8-c6f2bef1f2a8,TPC5854573,CON364973,SS_017,FDR_03,Lonavala,B,220.08,14.05,50.101,2.987,0.966,32.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
d34a97d8-1bcb-447b-a7d8-1d0bbf17e33d,TPC6775796,CON906345,SS_011,FDR_01,Lonavala,R,239.72,25.73,50.009,5.354,0.868,53.4,NORMAL,False,NORMAL,5/20/2026 4:34,2
cb23bd8f-692c-426e-b045-9bf73e1f004d,TPC8524214,CON995040,SS_016,FDR_01,Mumbai_South,RYB,405.08,28.83,50.06,19.783,0.978,53.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
acecbf23-aec3-4b69-b2f9-a270479171ae,TPC1655930,CON196167,SS_014,FDR_01,Mumbai_South,R,234.76,30.99,49.911,6.773,0.931,39.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
e6699ffd-e5a8-448e-87be-1b9dcdfd69e8,TPC2286385,CON396794,SS_001,FDR_04,Lonavala,Y,237.41,18.25,49.965,3.739,0.863,55.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
b4ddf9fe-afb4-4107-a767-109430d784cd,TPC4405578,CON682376,SS_011,FDR_10,Nashik,RYB,408.97,70.67,49.88,46.305,0.925,56.5,NORMAL,False,NORMAL,5/20/2026 4:34,2
33714cb1-fd19-4224-ab09-69f1fa922c2f,TPC2954921,CON797207,SS_009,FDR_05,Lonavala,B,222.67,17.83,50.002,3.879,0.977,54.2,NORMAL,False,NORMAL,5/20/2026 4:34,2
53c222d1-d7dc-4ffa-b686-fdf9dab59e31,TPC3761898,CON284993,SS_013,FDR_06,Nashik,B,271.24,8.02,50.072,1.882,0.865,69.6,VOLTAGE_SPIKE,True,HIGH,5/20/2026 4:34,2
5c2fee25-cf41-4ace-a7f4-16821390295f,TPC7904514,CON524774,SS_010,FDR_01,Pune,B,239.96,34.38,50.024,7.252,0.879,45.3,NORMAL,False,NORMAL,5/20/2026 4:34,2
a865d130-99fe-4393-8557-9f70b1525de9,TPC9467197,CON709068,SS_003,FDR_08,Mumbai_South,Y,226.69,49.8,49.871,10.567,0.936,35.7,NORMAL,False,NORMAL,5/20/2026 4:34,2
